Nome produto;Imagem principal;Imagem 2;Imagem 3;Imagem 4;Marca;Modelo;Imagens adicionais;Nome categoria
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-108;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_108_77217_1_742aa0dc8b9a267e90ef4a1bc7fa31a7.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_108_77217_2_ffff2fad1145209cc951065acf5ce323.png;;;Ioncell;Q-108;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-105;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_105_77219_1_742aa0dc8b9a267e90ef4a1bc7fa31a7.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_105_77219_2_ffff2fad1145209cc951065acf5ce323.png;;;Ioncell;Q-105;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-111;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_111_77221_1_8a4153ffa69509a1ddad59b7e3a8d148.png;;;;Ioncell;Q-111;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-109;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_109_77223_1_742aa0dc8b9a267e90ef4a1bc7fa31a7.png;;;;Ioncell;Q-109;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-113;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_113_77225_1_28f9c68dd4f439904c9f6e6b13f8f45a.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_113_77225_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-113;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-112;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_112_77227_1_8a4153ffa69509a1ddad59b7e3a8d148.png;;;;Ioncell;Q-112;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-114;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_114_77229_1_28f9c68dd4f439904c9f6e6b13f8f45a.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_114_77229_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-114;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-115;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_115_77231_1_28f9c68dd4f439904c9f6e6b13f8f45a.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_115_77231_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-115;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-116;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_116_77233_1_28f9c68dd4f439904c9f6e6b13f8f45a.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_116_77233_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-116;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-117;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_117_77235_1_28f9c68dd4f439904c9f6e6b13f8f45a.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_117_77235_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-117;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-118;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_118_77237_1_28f9c68dd4f439904c9f6e6b13f8f45a.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_118_77237_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-118;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-119;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_119_77239_1_28f9c68dd4f439904c9f6e6b13f8f45a.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_119_77239_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-119;;Cubetas
Cubeta com fundo redondo de quartzo com altura de 45mm, marca Ioncell - Q-102;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_102_77243_1_742aa0dc8b9a267e90ef4a1bc7fa31a7.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_com_fundo_redondo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_102_77243_2_ffff2fad1145209cc951065acf5ce323.png;;;Ioncell;Q-102;;Cubetas
Cubeta de Quartzo Standard com Tampa tipo Pilha, Caminho Ótico 5mm, Volume 1,7ml, marca Ioncell - Q-13;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_5mm_volume_1_7ml_marca_ioncell_q_13_77257_1_54e36f6817761ac5839a2b9ef95e49ba.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_5mm_volume_1_7ml_marca_ioncell_q_13_77257_2_16a5764281cd8b1e1835f43080542244.png;;;Ioncell;Q-13;;Cubetas
Cubeta de Quartzo Standard com Tampa tipo Pilha, Caminho Ótico 10mm, Volume 3,5ml, marca Ioncell - Q-14;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_10mm_volume_3_5ml_marca_ioncell_q_14_77273_1_54e36f6817761ac5839a2b9ef95e49ba.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_10mm_volume_3_5ml_marca_ioncell_q_14_77273_2_16a5764281cd8b1e1835f43080542244.png;;;Ioncell;Q-14;;Cubetas
Cubeta de Quartzo Standard com Tampa tipo Pilha, Caminho Ótico 20mm, Volume 7ml, marca Ioncell - Q-15;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_20mm_volume_7ml_marca_ioncell_q_15_77287_1_54e36f6817761ac5839a2b9ef95e49ba.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_20mm_volume_7ml_marca_ioncell_q_15_77287_2_16a5764281cd8b1e1835f43080542244.png;;;Ioncell;Q-15;;Cubetas
Cubeta para Fluxo Contínuo com altura de 45mm de quartzo, marca Ioncell - Q-154;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_com_altura_de_45mm_de_quartzo_marca_ioncell_q_154_77291_1_0168a2f95f49586474c07a6f34c15620.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_com_altura_de_45mm_de_quartzo_marca_ioncell_q_154_77291_2_0441042ce9c435fe8c51b7503073d452.png;;;Ioncell;Q-154;;Cubetas
Cubeta de Quartzo Standard com Tampa tipo Pilha, Caminho Ótico 30mm, Volume 10,5ml, marca Ioncell - Q-16;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_30mm_volume_10_5ml_marca_ioncell_q_16_77293_1_54e36f6817761ac5839a2b9ef95e49ba.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_30mm_volume_10_5ml_marca_ioncell_q_16_77293_2_16a5764281cd8b1e1835f43080542244.png;;;Ioncell;Q-16;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-155;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_155_77295_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-155;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-156;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_156_77297_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-156;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-164;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_164_77299_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-164;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-166;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_166_77301_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-166;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-165;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_165_77303_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-165;;Cubetas
Cubeta de Quartzo Standard com Tampa tipo Pilha, Caminho Ótico 40mm, Volume 14ml, marca Ioncell - Q-17;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_40mm_volume_14ml_marca_ioncell_q_17_77305_1_54e36f6817761ac5839a2b9ef95e49ba.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_40mm_volume_14ml_marca_ioncell_q_17_77305_2_16a5764281cd8b1e1835f43080542244.png;;;Ioncell;Q-17;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-174;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_174_77307_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-174;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-175;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_175_77309_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-175;;Cubetas
Cubeta de Quartzo Standard com Tampa tipo Pilha, Caminho Ótico 50mm, Volume 17,5ml, marca Ioncell - Q-18;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_50mm_volume_17_5ml_marca_ioncell_q_18_77311_1_54e36f6817761ac5839a2b9ef95e49ba.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_50mm_volume_17_5ml_marca_ioncell_q_18_77311_2_16a5764281cd8b1e1835f43080542244.png;;;Ioncell;Q-18;;Cubetas
Cubeta para Fluxo Contínuo de quartzo com altura de 45mm, marca Ioncell - Q-176;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_para_fluxo_continuo_de_quartzo_com_altura_de_45mm_marca_ioncell_q_176_77313_1_145e28877f53a790719198160afee817.png;;;;Ioncell;Q-176;;Cubetas
Cubeta de Quartzo Standard com Tampa tipo Pilha, Caminho Ótico 100mm, Volume 35ml, marca Ioncell - Q-19;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_100mm_volume_35ml_marca_ioncell_q_19_77315_1_54e36f6817761ac5839a2b9ef95e49ba.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_tipo_pilha_caminho_otico_100mm_volume_35ml_marca_ioncell_q_19_77315_2_16a5764281cd8b1e1835f43080542244.png;;;Ioncell;Q-19;;Cubetas
Cubeta de Quartzo Standard com Tampa, Caminho Ótico 2mm, Volume 0,7ml, marca Ioncell - Q-2;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_2mm_volume_0_7ml_marca_ioncell_q_2_77317_1_1001e17a4fc76c170fd86f4991c58506.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_standard_com_tampa_caminho_otico_2mm_volume_0_7ml_marca_ioncell_q_2_77317_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-2;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-203;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_203_77319_1_d77272526c625559da286dd322e0af54.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_203_77319_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-203;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-204;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_204_77321_1_d77272526c625559da286dd322e0af54.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_204_77321_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-204;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-205;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_205_77323_1_d77272526c625559da286dd322e0af54.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_205_77323_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-205;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-206;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_206_77325_1_d77272526c625559da286dd322e0af54.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_206_77325_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-206;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-207;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_207_77327_1_d77272526c625559da286dd322e0af54.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_207_77327_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-207;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-208;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_208_77329_1_d77272526c625559da286dd322e0af54.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_208_77329_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-208;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-209;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_209_77331_1_d77272526c625559da286dd322e0af54.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_209_77331_2_aa027106c0591dbef2b202612795ffa2.png;;;Ioncell;Q-209;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-215;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_215_77333_1_a2f6348afd6dfd76a2ea303c3d2663fd.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_215_77333_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-215;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-214;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_214_77335_1_a2f6348afd6dfd76a2ea303c3d2663fd.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_214_77335_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-214;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-213;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_213_77337_1_a2f6348afd6dfd76a2ea303c3d2663fd.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_213_77337_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-213;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-216;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_216_77339_1_a2f6348afd6dfd76a2ea303c3d2663fd.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_216_77339_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-216;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-218;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_218_77341_1_a2f6348afd6dfd76a2ea303c3d2663fd.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_218_77341_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-218;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-217;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_217_77343_1_a2f6348afd6dfd76a2ea303c3d2663fd.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_217_77343_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-217;;Cubetas
Cubeta de quartzo para Fluorímetros com altura de 45mm, marca Ioncell - Q-219;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_219_77345_1_a2f6348afd6dfd76a2ea303c3d2663fd.png;https://images.tcdn.com.br/img/img_prod/1357340/cubeta_de_quartzo_para_fluorimetros_com_altura_de_45mm_marca_ioncell_q_219_77345_2_483269a3d53d4d619869cb2384c79609.png;;;Ioncell;Q-219;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-23;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_23_q_143_77347_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_23_q_143_77347_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-23/Q-143;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-234;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_234_q_244_q_254_77349_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_234_q_244_q_254_77349_2_06dc6413f1d2d91c6fbf4644e168f723.png;;;Ioncell;Q-234 / Q-244 / Q-254;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-233;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_233_q_243_q_253_77351_1_9269b1d1a51b8182e05a313d0ada7591.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_233_q_243_q_253_77351_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-233 / Q-243 / Q-253;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-235;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_235_q_245_q_255_77353_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_235_q_245_q_255_77353_2_06dc6413f1d2d91c6fbf4644e168f723.png;;;Ioncell;Q-235 / Q-245 / Q-255;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-237;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_237_q_247_q_257_77355_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_237_q_247_q_257_77355_2_06dc6413f1d2d91c6fbf4644e168f723.png;;;Ioncell;Q-237 / Q-247 / Q-257;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-236;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_236_q_246_q_256_77357_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_236_q_246_q_256_77357_2_06dc6413f1d2d91c6fbf4644e168f723.png;;;Ioncell;Q-236 / Q-246 / Q-256;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-238;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_238_q_248_q_258_77359_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_238_q_248_q_258_77359_2_06dc6413f1d2d91c6fbf4644e168f723.png;;;Ioncell;Q-238 / Q-248 / Q-258;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-24;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_24_q_144_77361_1_c41effe9322766111431723add45e548.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_24_q_144_77361_2_cef8ed9ded3a74abd12384bf55045e05.png;;;Ioncell;Q-24 / Q-144;;Cubetas
Microcubeta de quartzo, marca Ioncell - Q-239;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_239_q_249_q_259_77363_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/microcubeta_de_quartzo_marca_ioncell_q_239_q_249_q_259_77363_2_06dc6413f1d2d91c6fbf4644e168f723.png;;;Ioncell;Q-239 / Q-249 / Q-259;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-263 / Q-273;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_263_q_273_77397_1_9269b1d1a51b8182e05a313d0ada7591.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_263_q_273_77397_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-263 / Q-273;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-265;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_265_q_275_77399_1_9269b1d1a51b8182e05a313d0ada7591.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_265_q_275_77399_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-265 / Q-275;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell -  Q-274;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_264_q_274_77401_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_264_q_274_77401_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-264 /Q-274;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-266;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_266_q_276_77403_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_266_q_276_77403_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-266 / Q-276;;Cubetas
Semi-microcubeta de quartzo, marca Ioncell - Q-268;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_268_q_278_77405_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_268_q_278_77405_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-268 / Q-278;;Cubetas
Semi-microcubeta de Quartzo, marca Ioncell - Q-267;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_267_q_277_77407_1_b19c29cef56ef35a5b2973d159701fd8.png;https://images.tcdn.com.br/img/img_prod/1357340/semi_microcubeta_de_quartzo_marca_ioncell_q_267_q_277_77407_2_2f0b6af00714cd7201454712431d9a96.png;;;Ioncell;Q-267 / Q-277;;Cubetas
