Nome produto;Imagem principal;Imagem 2;Imagem 3;Imagem 4;Marca;Modelo;Imagens adicionais;Nome categoria
Balão de Fundo Chato, Vidro Boro 3.3, Boca Curta, sem Tampa (rolha) - 1111-1000 - 1000ml;https://images.tcdn.com.br/img/img_prod/1357340/balo_de_fundo_chato_vidro_boro_33_boca_curta_sem_t_1_20250828114741_2a667b8e7285.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_de_fundo_chato_vidro_boro_33_boca_curta_sem_t_2_20250828114743_712019fa0a27.png;;;Ionglass;1111;;Vidraria
Balão de Fundo Chato, Vidro Boro 3.3, Boca Curta, sem Tampa (rolha) - 1111-2000 - 2000ml;https://images.tcdn.com.br/img/img_prod/1357340/balo_de_fundo_chato_vidro_boro_33_boca_curta_sem_t_1_20250828114847_8a686dfa1a0a.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_de_fundo_chato_vidro_boro_33_boca_curta_sem_t_2_20250828114848_9b099495088e.png;;;Ionglass;1111;;Vidraria
Balão de Fundo Chato, Vidro Boro 3.3, Boca Curta, sem Tampa (rolha) - 1111-3000 - 3000ml;https://images.tcdn.com.br/img/img_prod/1357340/balo_de_fundo_chato_vidro_boro_33_boca_curta_sem_t_1_20250828115154_25a44ffadf5a.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_de_fundo_chato_vidro_boro_33_boca_curta_sem_t_2_20250828115155_2e92597065f9.png;;;Ionglass;1111;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-5;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828115619_e6587a3f22cf.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828115747_77023c95b2b8.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-10;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828115939_39307e89f99b.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828115940_bc9edb9e82f4.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-25;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828131734_783e7fff0416.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828132913_e98956caf153.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-50;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828131849_040adb8b0995.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828132951_8c07fa4fc049.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-100;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828131955_f23c0318d255.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828133804_3d83394e26c2.png;;;Ionglass;1622A;;Vidraria
Proveta Cilíndrica 1000 ml, Graduada com escala pintada, Com base Hexagonal, Fabricada em PP - PROVP1000-COR;https://images.tcdn.com.br/img/img_prod/1357340/proveta_cilndrica_1000_ml_graduada_com_escala_pint_1_20250902084709_3f8ab5bfdb33.png;https://images.tcdn.com.br/img/img_prod/1357340/proveta_cilndrica_1000_ml_graduada_com_escala_pint_2_20250902084710_eeba7f5918ec.png;;;;PROVP1000-COR;;Plásticos
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-200;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828132135_980a1df8c395.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828132835_08c91ec2e4e5.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-250;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828132239_2dcca104c65e.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828132928_3142b30a08f7.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-500;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828132334_37d76f885257.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828133004_a38bcf144061.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-1000;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828132524_70418ae9f295.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828132827_5d2cad193536.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Âmbar Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1622A-2000;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_1_20250828132608_ef3395cd4be2.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_mbar_classe_a_vidro_boro_33_gradua_2_20250828132846_4b12d2ea9ac2.png;;;Ionglass;1622A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 com Tampa rolha de Vidro - 1623A-10;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_com_tampa_r_1_20250828141128_c0709e57579a.png;;;;Ionglass;1623A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 com Tampa rolha de Vidro - 1623A-25;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_com_tampa_r_1_20250828141458_dffdd4b39cf8.png;;;;Ionglass;1623A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-5;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828141917_321b744b1645.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_2_20250828141918_bf674f29996f.png;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_3_20250828141918_5b4e1ab97660.png;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-10;https://images.tcdn.com.br/img/img_prod/1357340/cpia_balo_volumtrico_classe_a_vidro_boro_33_grad_1_20250828142050_d2c297f18438.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-25;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142139_946022886b3d.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-50;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142403_c822fa2e684e.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-100;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142347_36f0aad694eb.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-200;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142455_1ed2aab80940.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-500;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142614_4bd0b6ee4afe.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-1000;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142709_c066f79db4ad.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-2000;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142828_5bdcc94b7f83.png;;;;Ionglass;1621A;;Vidraria
Balão Volumétrico Classe A, Vidro Boro 3.3 Graduado com Tampa rolha - 1621A-5000;https://images.tcdn.com.br/img/img_prod/1357340/balo_volumtrico_classe_a_vidro_boro_33_graduado_co_1_20250828142913_0382defd875f.png;;;;Ionglass;1621A;;Vidraria
Frasco de Reagente cor âmbar, tampa azul com anel anti gota, vidro Boro 3.3 - 1408-1-B-250;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_mbar_tampa_azul_com_anel_an_1_20250828143635_2db7aaf94d7e.png;;;;Ionglass;1408-1-B-250;;Vidraria
Frasco de Reagente cor âmbar, tampa azul com anel anti gota, vidro Boro 3.3 - 1408-1-B-500;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_mbar_tampa_azul_com_anel_an_1_20250828143900_e0f3d6ee0bc8.png;;;;Ionglass;1408-1-B;;Vidraria
Frasco de Reagente cor âmbar, tampa azul com anel anti gota, vidro Boro 3.3 - 1408-1-B-1000;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_mbar_tampa_azul_com_anel_an_1_20250828143942_3a0688d474cc.png;;;;Ionglass;1408-1-B;;Vidraria
Frasco de Reagente cor âmbar, tampa azul com anel anti gota, vidro Boro 3.3 - 1408-1-B-2000;https://images.tcdn.com.br/img/img_prod/1357340/cpia_frasco_de_reagente_cor_mbar_tampa_azul_com_1_20250828144102_750c18194f94.png;;;;Ionglass;1408-1-B;;Vidraria
Frasco de Reagente cor âmbar, tampa azul com anel anti gota, vidro Boro 3.3 - 1408-1-B-3000;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_mbar_tampa_azul_com_anel_an_1_20250828144211_2412f1d06df3.png;;;;Ionglass;1408-1-B;;Vidraria
Frasco de Reagente cor âmbar, tampa azul com anel anti gota, vidro Boro 3.3 - 1408-1-B-5000;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_mbar_tampa_azul_com_anel_an_1_20250828144334_7cae00ca8d04.png;;;;Ionglass;1408-1-B;;Vidraria
Frasco de Reagente cor âmbar, tampa azul com anel anti gota, vidro Boro 3.3 - 1408-1-B-10000;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_mbar_tampa_azul_com_anel_an_1_20250828144435_9e70c5c9f590.png;;;;Ionglass;1408-1-B;;Vidraria
Frasco Reagente Cor Ambar, tampa azul com anel anti gota, vidro Neutro - 1408-1-N-50;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_ambar_tampa_azul_com_anel_a_1_20250828145138_6cfab3446d66.png;;;;Ionglass;1408-1-N;;Vidraria
Frasco Reagente Cor Ambar, tampa azul com anel anti gota, vidro Neutro - 1408-1-N-100;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_ambar_tampa_azul_com_anel_a_1_20250828145246_e0459a7ebea4.png;;;;Ionglass;1408-1-N;;Vidraria
Frasco Reagente Cor Ambar, tampa azul com anel anti gota, vidro Neutro - 1408-1-N-250;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_ambar_tampa_azul_com_anel_a_1_20250828145441_d9c19b3a560a.png;;;;Ionglass;1408-1-N;;Vidraria
Frasco Reagente Cor Ambar, tampa azul com anel anti gota, vidro Neutro - 1408-1-N-500;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_ambar_tampa_azul_com_anel_a_1_20250828145549_d6b7154ca9d7.png;;;;Ionglass;1408-1-N;;Vidraria
Frasco Reagente Cor Ambar, tampa azul com anel anti gota, vidro Neutro - 1408-1-N-1000;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_ambar_tampa_azul_com_anel_a_1_20250828145644_de415e7c141b.png;;;;Ionglass;1408-1-N;;Vidraria
Frasco Reagente Cor Ambar, tampa azul com anel anti gota, vidro Neutro - 1408-1-N-2000;https://images.tcdn.com.br/img/img_prod/1357340/frasco_de_reagente_cor_ambar_tampa_azul_com_anel_a_1_20250828145747_821751a6bf45.png;;;;Ionglass;1408-1-N;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 18x18mm;https://images.tcdn.com.br/img/img_prod/1357340/lamnulas_para_microscopia_retangular_7201_emba_1_20250828151109_72f3742e0a94.png;;;;;7201;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 24X50mm;https://images.tcdn.com.br/img/img_prod/1357340/lamnulas_para_microscopia_retangular_7201_emba_1_20250828151311_6101c34efb5e.png;;;;;7201;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 20x20mm;https://images.tcdn.com.br/img/img_prod/1357340/cpia_lamnulas_para_microscopia_retangular_7201_1_20250828151405_1d12d9149f75.png;;;;;7201;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 22x22mm;https://images.tcdn.com.br/img/img_prod/1357340/lamnulas_para_microscopia_retangular_7201_emba_1_20250828151525_a1c2c50605ab.png;;;;;7201;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 24x24mm;https://images.tcdn.com.br/img/img_prod/1357340/lamnulas_para_microscopia_retangular_7201_emba_1_20250828151625_265c73af1666.png;;;;;7201;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 24x32mm;https://images.tcdn.com.br/img/img_prod/1357340/lamnulas_para_microscopia_retangular_7201_emba_1_20250828151742_a07b9328d4b1.png;;;;;7201;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 24x40mm;https://images.tcdn.com.br/img/img_prod/1357340/lamnulas_para_microscopia_retangular_7201_emba_1_20250828151855_ca7bd98eeb72.png;;;;;7201;;Vidraria
Lamínulas para Microscopia retangular - 7201 - Embalagem com 100 lamínulas - 24x60mm;https://images.tcdn.com.br/img/img_prod/1357340/lamnulas_para_microscopia_retangular_7201_emba_1_20250828151956_a1be75b0773c.png;;;;;7201;;Vidraria
Funil de Separação Tipo Cilíndrico com Graduação, Torneira de PTFE e Tampa/Rolha de vidro esmerilhada - 8546-250;https://images.tcdn.com.br/img/img_prod/1357340/funil_de_separao_tipo_cilndrico_com_graduao_tornei_1_20250828152439_2dccca1bb75d.png;;;;Ionglass;8546;;Vidraria
Funil de Separação Tipo Cilíndrico com Graduação, Torneira de PTFE e Tampa/Rolha de vidro esmerilhada - 8546-50;https://images.tcdn.com.br/img/img_prod/1357340/funil_de_separao_tipo_cilndrico_com_graduao_tornei_1_20250828152552_3ea763e3d640.png;;;;Ionglass;8546;;Vidraria
Funil de Separação Tipo Cilíndrico com Graduação, Torneira de PTFE e Tampa/Rolha de vidro esmerilhada - 8546-100;https://images.tcdn.com.br/img/img_prod/1357340/funil_de_separao_tipo_cilndrico_com_graduao_tornei_1_20250828152659_f5ded54b38e4.png;;;;Ionglass;8546;;Vidraria
Funil de Separação Tipo Cilíndrico com Graduação, Torneira de PTFE e Tampa/Rolha de vidro esmerilhada - 8546-500;https://images.tcdn.com.br/img/img_prod/1357340/funil_de_separao_tipo_cilndrico_com_graduao_tornei_1_20250828152818_9db7fa2d98d7.png;;;;Ionglass;8546;;Vidraria
Funil de Separação Tipo Cilíndrico com Graduação, Torneira de PTFE e Tampa/Rolha de vidro esmerilhada - 8546-1000;https://images.tcdn.com.br/img/img_prod/1357340/funil_de_separao_tipo_cilndrico_com_graduao_tornei_1_20250828152928_4836f66e3973.png;;;;Ionglass;8546;;Vidraria
Funil de Separação Tipo Cilíndrico com Graduação, Torneira de PTFE e Tampa/Rolha de vidro esmerilhada - 8546-2000;https://images.tcdn.com.br/img/img_prod/1357340/funil_de_separao_tipo_cilndrico_com_graduao_tornei_1_20250828153027_a7c512b3d083.png;;;;Ionglass;8546;;Vidraria
Pipeta Sorológica Graduada Classe A - 1630A-1;https://images.tcdn.com.br/img/img_prod/1357340/pipeta_sorolgica_graduada_classe_a_1630a_1_1_20250828154004_5d9edc18b90b.png;;;;Ionglass;1630A;;Vidraria
Pipeta Sorológica Graduada Classe A - 1630A-2;https://images.tcdn.com.br/img/img_prod/1357340/pipeta_sorolgica_graduada_classe_a_1630a_2_1_20250828154108_edb2a0006d7e.png;;;;Ionglass;1630A;;Vidraria
Pipeta Sorológica Graduada Classe A - 1630A-5;https://images.tcdn.com.br/img/img_prod/1357340/pipeta_sorolgica_graduada_classe_a_1630a_5_1_20250828154213_0e7f1db0c147.png;;;;Ionglass;1630A;;Vidraria
Pipeta Sorológica Graduada Classe A - 1630A-10;https://images.tcdn.com.br/img/img_prod/1357340/pipeta_sorolgica_graduada_classe_a_1630a_10_1_20250828154409_077a014853f8.png;;;;Ionglass;1630A;;Vidraria
Pipeta Sorológica Graduada Classe A - 1630A-25;https://images.tcdn.com.br/img/img_prod/1357340/pipeta_sorolgica_graduada_classe_a_1630a_25_1_20250828154629_3cd1e1e0c51f.png;;;;Ionglass;1630A;;Vidraria
Pipeta Sorológica Graduada Classe A - 1630A-50;https://images.tcdn.com.br/img/img_prod/1357340/pipeta_sorolgica_graduada_classe_a_1630a_50_1_20250828154723_7fcb70394a5f.png;;;;Ionglass;1630A;;Vidraria
Pipeta Sorológica Graduada Classe A - 1630A-100;https://images.tcdn.com.br/img/img_prod/1357340/pipeta_sorolgica_graduada_classe_a_1630a_100_1_20250828154819_62625197576b.png;;;;Ionglass;1630A;;Vidraria
Bastão de Vidro (baqueta), em Vidro Neutro com Pontas Lapidadas - 1293-5X300;https://images.tcdn.com.br/img/img_prod/1357340/basto_de_vidro_baqueta_em_vidro_neutro_com_pontas_1_20250828155335_2930a0e8cdda.png;;;;Ionglass;1293;;Vidraria
Bastão de Vidro (baqueta), em Vidro Neutro com Pontas Lapidadas - 1293-6X300;https://images.tcdn.com.br/img/img_prod/1357340/basto_de_vidro_baqueta_em_vidro_neutro_com_pontas_1_20250828155426_49aef53c355a.png;;;;Ionglass;1293;;Vidraria
Bastão de Vidro (baqueta), em Vidro Neutro com Pontas Lapidadas - 1293-8X300;https://images.tcdn.com.br/img/img_prod/1357340/basto_de_vidro_baqueta_em_vidro_neutro_com_pontas_1_20250828155542_c62fe5a4862e.png;;;;Ionglass;1293;;Vidraria
Bastão de Vidro (baqueta), em Vidro Neutro com Pontas Lapidadas - 1293-10X300;https://images.tcdn.com.br/img/img_prod/1357340/basto_de_vidro_baqueta_em_vidro_neutro_com_pontas_1_20250828155706_cd91e9b6a402.png;;;;Ionglass;1293;;Vidraria
Bastão de Vidro (baqueta), em Vidro Neutro com Pontas Lapidadas - 1293-15X300;https://images.tcdn.com.br/img/img_prod/1357340/basto_de_vidro_baqueta_em_vidro_neutro_com_pontas_1_20250828155750_adc7657f05bd.png;;;;Ionglass;1293;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-4000;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828160209_751315556ac1.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161500_2cf7ace0f643.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-5;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828160415_8c39e2aff817.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161233_e279aeaa2b0f.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-10;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828160519_7d4abbb88e2a.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161422_4f8a43d067fb.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-25;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828160628_29fbcd06f9ef.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161256_ee2e4ef2080c.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-50;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828160736_248e3a83af14.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161202_c05ef0e97b78.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-100;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828160825_9d47f13253af.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161404_4aabe46fae9c.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-150;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828160946_760082f8e237.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161310_56b1d36fa160.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-200;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161055_a3e93d2da257.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161306_570318be7da4.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-250;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161210_bb7f1445cf53.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161253_7948ffa68d76.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-300;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161255_4811d9f2abdf.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161249_6cb5165e20f8.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-400;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161348_43a3396c99fa.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161455_8c2d4b963bc1.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-500;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161436_47252f09d1ae.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161153_ac6f9964804b.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-600;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161527_8ab2350e1f12.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161124_bcc888bd5426.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-800;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161614_38993de12d18.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904160825_47aca261385f.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-10000;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161701_640fd6738d2c.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161357_ecaf1c080174.png;;;Ionglass;1101-10000;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-3000;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828161751_83f3e8054e27.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161448_297e26290521.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-5000;https://images.tcdn.com.br/img/img_prod/1357340/cpia_copo_de_bquer_forma_baixa_griffin_em_vidro_1_20250828161905_ab3e34e4754a.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161142_a21ab6237a28.png;;;Ionglass;1101;;Vidraria
Copo de Béquer forma baixa Griffin em vidro Boro 3.3 graduado - 1101-2000;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_1_20250828162026_b7a6f8668761.png;https://images.tcdn.com.br/img/img_prod/1357340/copo_de_bquer_forma_baixa_griffin_em_vidro_boro_33_2_20250904161301_b49f71bc8c2a.png;;;Ionglass;1101;;Vidraria
